Image|Price|URL|Title|
https://images.craigslist.org/00000_8ti0dw5edY_300x300.jpg|$7,450|https://phoenix.craigslist.org/wvl/cto/d/dodge-caravan-79k-original/6396419598.html|2004 Ford F-150|
https://images.craigslist.org/00G0G_1waCu3uZxu4_300x300.jpg|$12,400|https://phoenix.craigslist.org/nph/cto/d/2006-cadillac-cts-sedan-only/6396291744.html|Ford explorer xlt|
https://images.craigslist.org/00e0e_fD9wraExlR2_300x300.jpg|$1,000|https://phoenix.craigslist.org/cph/cto/d/2014-chevy-equinox/6396501297.html|Must See Acura TL No pets, non-smoking! Garage kept and 100%|
https://images.craigslist.org/00j0j_gPKmyeep02G_300x300.jpg|$12,935|https://phoenix.craigslist.org/nph/cto/d/2017-hyundai-elantra-se/6395893273.html|2017 Hyundai Elantra SE|
https://images.craigslist.org/00Y0Y_dQpas90Uarl_300x300.jpg|$3,500|https://phoenix.craigslist.org/evl/cto/d/1991-suzuki-samurai/6382170806.html|1991 Suzuki Samurai|
https://images.craigslist.org/00K0K_713WdAmZaA0_300x300.jpg|$3,500|https://phoenix.craigslist.org/wvl/cto/d/1996-lexus-es/6361067729.html|Clasic 77 chevy 1/2 ton 4x4|
https://images.craigslist.org/00707_e9N6Y3XeB1p_300x300.jpg|$2,950|https://phoenix.craigslist.org/nph/cto/d/honda-passport/6382583475.html|HONDA PASSPORT|
https://images.craigslist.org/00101_zEX6yrOjn7_300x300.jpg|$2,750|https://phoenix.craigslist.org/cph/cto/d/2009-dodge-charger-t-daytona/6386707848.html|Infiniti g35 sedan 2006|
https://images.craigslist.org/01414_kx8SZXIaCQ3_300x300.jpg|$1,700|https://phoenix.craigslist.org/cph/cto/d/2009-nissan-altima-25-sl-v4/6396099171.html|1997 Toyota Camry LE four-cylinder automatic runs and looks good|
https://images.craigslist.org/01313_mcltpSQRzp_300x300.jpg|$425|https://phoenix.craigslist.org/evl/cto/d/2002-gmc-yukon/6396089536.html,$425 ,Cargo bed slider|Cargo bed slider|
https://images.craigslist.org/00y0y_aSnIYMTkbYg_300x300.jpg|$17,995|https://phoenix.craigslist.org/evl/cto/d/2004-saturn-vue/6396141671.html|2012 Ford F250 Service Body|
https://images.craigslist.org/00404_due05vRxKIO_300x300.jpg|$5,500|https://phoenix.craigslist.org/nph/cto/d/2013-nissan-versa-with-67/6393074577.html|2013 chevy cruze|
https://images.craigslist.org/01111_hdMbxvUDcmS_300x300.jpg|$6,300|https://phoenix.craigslist.org/wvl/cto/d/97-ford-150/6395937407.html|2012 Chevrolet Cruze|
https://images.craigslist.org/00303_iHOqXtsJEsD_300x300.jpg|$10,500|https://phoenix.craigslist.org/nph/cto/d/2001-hyundai-sante-fe-loaded/6390548777.html|PERFECT WORK TRUCK!!1999 Ford F-250 auto Super Duty 4x4 CrewCab|
https://images.craigslist.org/00p0p_75ZVkNHLJ7U_300x300.jpg|$7,800|https://phoenix.craigslist.org/wvl/cto/d/2010-ford-fusion-runsdrives/6396372621.html|2010 Nissan Rogue Crossover SUV -Extra Clean NICE|
https://images.craigslist.org/00j0j_hqhxFYIzBam_300x300.jpg|$14,500|https://phoenix.craigslist.org/wvl/cto/d/05-hyundai-accent-clean-cold-c/6393374795.html|Chevrolet carryall 1965 C10 c20 k5 4x4|
https://images.craigslist.org/00y0y_a1bkYzTlIO3_300x300.jpg|$1,450|https://phoenix.craigslist.org/evl/cto/d/1984-sec-500-mercedes-benz/6383888376.html|2002 Chevy Malibu LS|
https://images.craigslist.org/00000_8ti0dw5edY_300x300.jpg|$7,450|https://phoenix.craigslist.org/nph/cto/d/toyota-scion-xd-car/6376032023.html|2004 Ford F-150|
https://images.craigslist.org/00G0G_1waCu3uZxu4_300x300.jpg|$12,400|https://phoenix.craigslist.org/evl/cto/d/94-chevy-silverado-4x4-5/6396291687.html|Ford explorer xlt|
https://images.craigslist.org/00e0e_fD9wraExlR2_300x300.jpg|$1,000|https://phoenix.craigslist.org/wvl/cto/d/2000-honda-civic-ex/6396500544.html|Must See Acura TL No pets, non-smoking! Garage kept and 100%|
https://images.craigslist.org/00j0j_gPKmyeep02G_300x300.jpg|$12,935|https://phoenix.craigslist.org/nph/cto/d/honda-civic-coupe-lx-low-miles/6389706824.html|2017 Hyundai Elantra SE|
https://images.craigslist.org/00Y0Y_dQpas90Uarl_300x300.jpg|$3,500|https://phoenix.craigslist.org/nph/cto/d/used-maserati-convertable/6395870132.html|1991 Suzuki Samurai|
https://images.craigslist.org/00K0K_713WdAmZaA0_300x300.jpg|$3,500|https://phoenix.craigslist.org/evl/cto/d/2006-vw-gti-20-turbo-automatic/6370613296.html|Clasic 77 chevy 1/2 ton 4x4|
https://images.craigslist.org/00707_e9N6Y3XeB1p_300x300.jpg|$2,950|https://phoenix.craigslist.org/evl/cto/d/garage-kept-2000-bravada/6383359993.html|HONDA PASSPORT|
https://images.craigslist.org/00e0e_VN8PbbPodB_300x300.jpg|$4,200|https://phoenix.craigslist.org/nph/cto/d/2008-accent-gls-with-77/6389896561.html|2008 accent gls with 77 k miles..spotless.. gas saver payments ok|
https://images.craigslist.org/00U0U_jFykvyIt1jo_300x300.jpg|$3,800|https://phoenix.craigslist.org/cph/cto/d/06-mercedes-benz-4-matic/6371539824.html|06 Mercedes Benz 4 matic|
https://images.craigslist.org/00101_zEX6yrOjn7_300x300.jpg|$2,750|https://phoenix.craigslist.org/wvl/cto/d/2004-ford-escape/6396228259.html|Infiniti g35 sedan 2006|
https://images.craigslist.org/01414_kx8SZXIaCQ3_300x300.jpg|$1,700|https://phoenix.craigslist.org/nph/cto/d/camry-toyota-sedan-super/6396187781.html|1997 Toyota Camry LE four-cylinder automatic runs and looks good|
https://images.craigslist.org/01313_mcltpSQRzp_300x300.jpg|$425|https://phoenix.craigslist.org/cph/cto/d/1957-chevy-bell-air/6386134445.html,$425 ,Cargo bed slider|Cargo bed slider|
https://images.craigslist.org/00y0y_aSnIYMTkbYg_300x300.jpg|$17,995|https://phoenix.craigslist.org/evl/cto/d/2012-chevrolet-malibu-low/6396141485.html|2012 Ford F250 Service Body|
https://images.craigslist.org/00404_due05vRxKIO_300x300.jpg|$5,500|https://phoenix.craigslist.org/wvl/cto/d/2004-vw-beetle-bug-low-miles/6396009988.html|2013 chevy cruze|
https://images.craigslist.org/01111_hdMbxvUDcmS_300x300.jpg|$6,300|https://phoenix.craigslist.org/cph/cto/d/2007-infinity-g35-sedan-with/6371930931.html|2012 Chevrolet Cruze|
https://images.craigslist.org/00303_iHOqXtsJEsD_300x300.jpg|$10,500|https://phoenix.craigslist.org/wvl/cto/d/2011-ford-150-cargo-van/6395932956.html|PERFECT WORK TRUCK!!1999 Ford F-250 auto Super Duty 4x4 CrewCab|
https://images.craigslist.org/00p0p_75ZVkNHLJ7U_300x300.jpg|$7,800|https://phoenix.craigslist.org/evl/cto/d/2002-acura-mdx-touring/6371180491.html|2010 Nissan Rogue Crossover SUV -Extra Clean NICE|
https://images.craigslist.org/00j0j_hqhxFYIzBam_300x300.jpg|$14,500|https://phoenix.craigslist.org/evl/cto/d/2008-cadillac-escalade/6386505402.html|Chevrolet carryall 1965 C10 c20 k5 4x4|
https://images.craigslist.org/00y0y_a1bkYzTlIO3_300x300.jpg|$1,450|https://phoenix.craigslist.org/cph/cto/d/95-honda-accord-lx-26k-miles/6396264377.html|2002 Chevy Malibu LS|
https://images.craigslist.org/00000_8ti0dw5edY_300x300.jpg|$7,450|https://phoenix.craigslist.org/evl/cto/d/toyota-camry/6396419300.html|2004 Ford F-150|
https://images.craigslist.org/00G0G_1waCu3uZxu4_300x300.jpg|$12,400|https://phoenix.craigslist.org/wvl/cto/d/2016-ford-150-xlt-super-crew/6396291564.html|Ford explorer xlt|
https://images.craigslist.org/00e0e_fD9wraExlR2_300x300.jpg|$1,000|https://phoenix.craigslist.org/nph/cto/d/2007-ford-f150/6366242001.html|Must See Acura TL No pets, non-smoking! Garage kept and 100%|
https://images.craigslist.org/01717_hoaqTMNnXwW_300x300.jpg|$3,350|https://phoenix.craigslist.org/nph/cto/d/96-toyota-tacoma/6395793330.html|96 toyota tacoma|
https://images.craigslist.org/00j0j_gPKmyeep02G_300x300.jpg|$12,935|https://phoenix.craigslist.org/cph/cto/d/new-floor-mats/6395892965.html|2017 Hyundai Elantra SE|
https://images.craigslist.org/00Y0Y_dQpas90Uarl_300x300.jpg|$3,500|https://phoenix.craigslist.org/wvl/cto/d/2007-kenworth-t300-with-83/6395869821.html|1991 Suzuki Samurai|
https://images.craigslist.org/00K0K_713WdAmZaA0_300x300.jpg|$3,500|https://phoenix.craigslist.org/evl/cto/d/2004-porsche-cayenne/6362106439.html|Clasic 77 chevy 1/2 ton 4x4|
https://images.craigslist.org/00707_e9N6Y3XeB1p_300x300.jpg|$2,950|https://phoenix.craigslist.org/wvl/cto/d/2008-malibu-3200-obo/6367477319.html|HONDA PASSPORT|
https://images.craigslist.org/00e0e_VN8PbbPodB_300x300.jpg|$4,200|https://phoenix.craigslist.org/cph/cto/d/1998-toyota-tacoma/6396054772.html|2008 accent gls with 77 k miles..spotless.. gas saver payments ok|
https://images.craigslist.org/00U0U_jFykvyIt1jo_300x300.jpg|$3,800|https://phoenix.craigslist.org/wvl/cto/d/08-buick-enclave-cx-36-v6/6395745776.html|06 Mercedes Benz 4 matic|
https://images.craigslist.org/00101_zEX6yrOjn7_300x300.jpg|$2,750|https://phoenix.craigslist.org/nph/cto/d/2010-toyota-prius-private-sale/6394654113.html|Infiniti g35 sedan 2006|
https://images.craigslist.org/01414_kx8SZXIaCQ3_300x300.jpg|$1,700|https://phoenix.craigslist.org/nph/cto/d/1972-el-camino-ss-clone-383/6396187605.html|1997 Toyota Camry LE four-cylinder automatic runs and looks good|
https://images.craigslist.org/01313_mcltpSQRzp_300x300.jpg|$425|https://phoenix.craigslist.org/evl/cto/d/2007-dodge-sxt-grand-caravan/6377244042.html,$425 ,Cargo bed slider|Cargo bed slider|
https://images.craigslist.org/00y0y_aSnIYMTkbYg_300x300.jpg|$17,995|https://phoenix.craigslist.org/wvl/cto/d/toyota-corolla-le-2009/6389922475.html|2012 Ford F250 Service Body|
https://images.craigslist.org/00404_due05vRxKIO_300x300.jpg|$5,500|https://phoenix.craigslist.org/nph/cto/d/2006-sonata-awesome-car-well/6393073807.html|2013 chevy cruze|
https://images.craigslist.org/01111_hdMbxvUDcmS_300x300.jpg|$6,300|https://phoenix.craigslist.org/nph/cto/d/2002-is-300-lexus-luxury/6364522647.html|2012 Chevrolet Cruze|
https://images.craigslist.org/00303_iHOqXtsJEsD_300x300.jpg|$10,500|https://phoenix.craigslist.org/nph/cto/d/2000-toyota-corolla-thats-in/6393196943.html|PERFECT WORK TRUCK!!1999 Ford F-250 auto Super Duty 4x4 CrewCab|
https://images.craigslist.org/00p0p_75ZVkNHLJ7U_300x300.jpg|$7,800|https://phoenix.craigslist.org/evl/cto/d/2007-camry/6381658654.html|2010 Nissan Rogue Crossover SUV -Extra Clean NICE|
https://images.craigslist.org/00j0j_hqhxFYIzBam_300x300.jpg|$14,500|https://phoenix.craigslist.org/wvl/cto/d/1956-chevrolet-2-door-post/6396452751.html|Chevrolet carryall 1965 C10 c20 k5 4x4|
https://images.craigslist.org/00y0y_a1bkYzTlIO3_300x300.jpg|$1,450|https://phoenix.craigslist.org/wvl/cto/d/2004-nissan-frontier/6396263926.html|2002 Chevy Malibu LS|
https://images.craigslist.org/00000_8ti0dw5edY_300x300.jpg|$7,450|https://phoenix.craigslist.org/cph/cto/d/2005-chrysler-sebring/6391759924.html|2004 Ford F-150|
https://images.craigslist.org/00G0G_1waCu3uZxu4_300x300.jpg|$12,400|https://phoenix.craigslist.org/evl/cto/d/1997-mitsubishi-3000-gt/6396291371.html|Ford explorer xlt|
https://images.craigslist.org/00e0e_fD9wraExlR2_300x300.jpg|$1,000|https://phoenix.craigslist.org/evl/cto/d/1997-toyota-camry-le-four/6396499643.html|Must See Acura TL No pets, non-smoking! Garage kept and 100%|
https://images.craigslist.org/01717_hoaqTMNnXwW_300x300.jpg|$3,350|https://phoenix.craigslist.org/evl/cto/d/2010-harley-custom-trade/6395792880.html|96 toyota tacoma|
https://images.craigslist.org/00j0j_gPKmyeep02G_300x300.jpg|$12,935|https://phoenix.craigslist.org/wvl/cto/d/2000-f150-xlt-166xxx-miles/6395892532.html|2017 Hyundai Elantra SE|
https://images.craigslist.org/00Y0Y_dQpas90Uarl_300x300.jpg|$3,500|https://phoenix.craigslist.org/nph/cto/d/red-2014-toyota-tundra-4x4/6385609731.html|1991 Suzuki Samurai|
https://images.craigslist.org/00K0K_713WdAmZaA0_300x300.jpg|$3,500|https://phoenix.craigslist.org/evl/cto/d/2007-mercedes-ml-350/6382776494.html|Clasic 77 chevy 1/2 ton 4x4|
https://images.craigslist.org/00707_e9N6Y3XeB1p_300x300.jpg|$2,950|https://phoenix.craigslist.org/wvl/cto/d/honda-accord/6395830585.html|HONDA PASSPORT|
https://images.craigslist.org/00e0e_VN8PbbPodB_300x300.jpg|$4,200|https://phoenix.craigslist.org/evl/cto/d/2016-chevy-equinox-lt-34k/6389964323.html|2008 accent gls with 77 k miles..spotless.. gas saver payments ok|
https://images.craigslist.org/00U0U_jFykvyIt1jo_300x300.jpg|$3,800|https://phoenix.craigslist.org/evl/cto/d/2016-chevrolet-impala/6395745264.html|06 Mercedes Benz 4 matic|
https://images.craigslist.org/00101_zEX6yrOjn7_300x300.jpg|$2,750|https://phoenix.craigslist.org/wvl/cto/d/yukon-slt-4x4-2008/6380794015.html|Infiniti g35 sedan 2006|
https://images.craigslist.org/01414_kx8SZXIaCQ3_300x300.jpg|$1,700|https://phoenix.craigslist.org/nph/cto/d/2000-mercury-sable-4dr-sdn-ls/6389109793.html|1997 Toyota Camry LE four-cylinder automatic runs and looks good|
https://images.craigslist.org/01313_mcltpSQRzp_300x300.jpg|$425|https://phoenix.craigslist.org/nph/cto/d/1997-jaguar-xj6l-classic/6371047465.html,$425 ,Cargo bed slider|Cargo bed slider|
https://images.craigslist.org/00y0y_aSnIYMTkbYg_300x300.jpg|$17,995|https://phoenix.craigslist.org/cph/cto/d/1996-chevy-truck-2400/6393247765.html|2012 Ford F250 Service Body|
https://images.craigslist.org/00404_due05vRxKIO_300x300.jpg|$5,500|https://phoenix.craigslist.org/wvl/cto/d/2008-hyundai-sonata-v6/6382764545.html|2013 chevy cruze|
https://images.craigslist.org/01111_hdMbxvUDcmS_300x300.jpg|$6,300|https://phoenix.craigslist.org/wvl/cto/d/2003-honda-pilot-ex/6395966476.html|2012 Chevrolet Cruze|
https://images.craigslist.org/00303_iHOqXtsJEsD_300x300.jpg|$10,500|https://phoenix.craigslist.org/evl/cto/d/2013-ford-150-crewcab-xlt-one/6395931512.html|PERFECT WORK TRUCK!!1999 Ford F-250 auto Super Duty 4x4 CrewCab|
https://images.craigslist.org/00p0p_75ZVkNHLJ7U_300x300.jpg|$7,800|https://phoenix.craigslist.org/evl/cto/d/2010-rzr-800-efi-4/6396372166.html|2010 Nissan Rogue Crossover SUV -Extra Clean NICE|
https://images.craigslist.org/00j0j_hqhxFYIzBam_300x300.jpg|$14,500|https://phoenix.craigslist.org/evl/cto/d/2011-bmw-x5-diesel-tech/6396452708.html|Chevrolet carryall 1965 C10 c20 k5 4x4|
https://images.craigslist.org/00y0y_a1bkYzTlIO3_300x300.jpg|$1,450|https://phoenix.craigslist.org/wvl/cto/d/2013-jeep-wrangler-rubicon-4/6396262863.html|2002 Chevy Malibu LS|
https://images.craigslist.org/00000_8ti0dw5edY_300x300.jpg|$7,450|https://phoenix.craigslist.org/wvl/cto/d/2005-cadillac-grannys-caddy/6396416544.html|2004 Ford F-150|
https://images.craigslist.org/00G0G_1waCu3uZxu4_300x300.jpg|$12,400|https://phoenix.craigslist.org/cph/cto/d/1948-buick/6396291319.html|Ford explorer xlt|
https://images.craigslist.org/00e0e_fD9wraExlR2_300x300.jpg|$1,000|https://phoenix.craigslist.org/nph/cto/d/2008-toyota-prius/6388244433.html|Must See Acura TL No pets, non-smoking! Garage kept and 100%|
https://images.craigslist.org/01717_hoaqTMNnXwW_300x300.jpg|$3,350|https://phoenix.craigslist.org/evl/cto/d/toyota-corolla-le/6395792505.html|96 toyota tacoma|
https://images.craigslist.org/00j0j_gPKmyeep02G_300x300.jpg|$12,935|https://phoenix.craigslist.org/nph/cto/d/2001-saturn-wagon-auto-runs/6395891557.html|2017 Hyundai Elantra SE|
https://images.craigslist.org/00Y0Y_dQpas90Uarl_300x300.jpg|$3,500|https://phoenix.craigslist.org/evl/cto/d/2004-toyota-camry-xle/6395866614.html|1991 Suzuki Samurai|
https://images.craigslist.org/00K0K_713WdAmZaA0_300x300.jpg|$3,500|https://phoenix.craigslist.org/evl/cto/d/4x4-expedition-great-fixer/6383762122.html|Clasic 77 chevy 1/2 ton 4x4|
https://images.craigslist.org/00707_e9N6Y3XeB1p_300x300.jpg|$2,950|https://phoenix.craigslist.org/evl/cto/d/1984-ford-bronco-4x4/6395830528.html|HONDA PASSPORT|
https://images.craigslist.org/00e0e_VN8PbbPodB_300x300.jpg|$4,200|https://phoenix.craigslist.org/wvl/cto/d/2002-oldsmobile-bravada-low/6396052972.html|2008 accent gls with 77 k miles..spotless.. gas saver payments ok|
https://images.craigslist.org/00U0U_jFykvyIt1jo_300x300.jpg|$3,800|https://phoenix.craigslist.org/cph/cto/d/2002-toyota-camry-le/6392689703.html|06 Mercedes Benz 4 matic|
https://images.craigslist.org/00101_zEX6yrOjn7_300x300.jpg|$2,750|https://phoenix.craigslist.org/wvl/cto/d/2003-ford-taurus/6371672881.html|Infiniti g35 sedan 2006|
https://images.craigslist.org/01414_kx8SZXIaCQ3_300x300.jpg|$1,700|https://phoenix.craigslist.org/wvl/cto/d/2011-porsche-panamera-black/6358201350.html|1997 Toyota Camry LE four-cylinder automatic runs and looks good|
https://images.craigslist.org/01313_mcltpSQRzp_300x300.jpg|$425|https://phoenix.craigslist.org/evl/cto/d/2009-chevy-2500-hd-extended/6392447098.html,$425 ,Cargo bed slider|Cargo bed slider|
https://images.craigslist.org/00y0y_aSnIYMTkbYg_300x300.jpg|$17,995|https://phoenix.craigslist.org/wvl/cto/d/1991-honda-prelude-si/6396141061.html|2012 Ford F250 Service Body|
https://images.craigslist.org/00404_due05vRxKIO_300x300.jpg|$5,500|https://phoenix.craigslist.org/wvl/cto/d/its-almost-snow-time-4x4-2/6363559283.html|2013 chevy cruze|
https://images.craigslist.org/01111_hdMbxvUDcmS_300x300.jpg|$6,300|https://phoenix.craigslist.org/wvl/cto/d/1975-f250-4wd-dually/6395966465.html|2012 Chevrolet Cruze|
https://images.craigslist.org/00303_iHOqXtsJEsD_300x300.jpg|$10,500|https://phoenix.craigslist.org/nph/cto/d/2012-fusion-with-100-miles/6393087445.html|PERFECT WORK TRUCK!!1999 Ford F-250 auto Super Duty 4x4 CrewCab|
https://images.craigslist.org/00p0p_75ZVkNHLJ7U_300x300.jpg|$7,800|https://phoenix.craigslist.org/nph/cto/d/2008-honda-accord-ex/6396371892.html|2010 Nissan Rogue Crossover SUV -Extra Clean NICE|
https://images.craigslist.org/00j0j_hqhxFYIzBam_300x300.jpg|$14,500|https://phoenix.craigslist.org/nph/cto/d/2006-chevy-2500-extended-cab/6381353669.html|Chevrolet carryall 1965 C10 c20 k5 4x4|
https://images.craigslist.org/00y0y_a1bkYzTlIO3_300x300.jpg|$1,450|https://phoenix.craigslist.org/cph/cto/d/2007-scion-tc/6396262808.html|2002 Chevy Malibu LS|
https://images.craigslist.org/00000_8ti0dw5edY_300x300.jpg|$7,450|https://phoenix.craigslist.org/evl/cto/d/1955-chevy-belair-chevrolet-55/6390074806.html|2004 Ford F-150|
https://images.craigslist.org/00G0G_1waCu3uZxu4_300x300.jpg|$12,400|https://phoenix.craigslist.org/nph/cto/d/2006-sonata-awesome-car-well/6393418473.html|Ford explorer xlt|
https://images.craigslist.org/00e0e_fD9wraExlR2_300x300.jpg|$1,000|https://phoenix.craigslist.org/evl/cto/d/auto-detaling/6396498792.html|Must See Acura TL No pets, non-smoking! Garage kept and 100%|
https://images.craigslist.org/01717_hoaqTMNnXwW_300x300.jpg|$3,350|https://phoenix.craigslist.org/nph/cto/d/2000-mercury-grand-marquis/6390134024.html|96 toyota tacoma|
https://images.craigslist.org/00j0j_gPKmyeep02G_300x300.jpg|$12,935|https://phoenix.craigslist.org/cph/cto/d/private-owner-bmw-750li-2008/6395891495.html|2017 Hyundai Elantra SE|
https://images.craigslist.org/00Y0Y_dQpas90Uarl_300x300.jpg|$3,500|https://phoenix.craigslist.org/cph/cto/d/dualzone4wd-keyless2008-honda/6395814326.html|1991 Suzuki Samurai|
https://images.craigslist.org/00K0K_713WdAmZaA0_300x300.jpg|$3,500|https://phoenix.craigslist.org/wvl/cto/d/2015-nissan-versa/6368901346.html|Clasic 77 chevy 1/2 ton 4x4|
